id|token|source_id|attrib|object|value|update_type|attrib_type
-277315477|10327790661360|11|team_id|dc38e628-5bcd-5ab5-5fff-497df5448004|601f2b6e-b503-23b1-7c5d-49e7cd193054|query|
-272340947|10327792887443|12|first_name|26b41519-18c0-68b9-4f3c-498dec58618f|Julie|query|
-255222760|10327803392931|19|default_team|57e13e27-5310-a481-19a9-49e90701cc89|63e8425e-5a9d-65fe-3e7d-49e9074ffbc4|query|
-250258650|10327786387701|2|id|81c29b8a-df3b-b2fa-e63c-4991eca0238d|81c29b8a-df3b-b2fa-e63c-4991eca0238d|query|
-243490319|10327792887443|12|last_name|6307e67c-9b4e-96dd-6877-4994b538382e|Adams|query|
-238613774|10327800511828|18|id|b23ef74b-0da1-e513-8d67-49e907f62c57|b23ef74b-0da1-e513-8d67-49e907f62c57|query|
-237251951|10327784365113|1|date_entered|a0a732a8-183d-218c-fb24-4977bd98cb86|2009-04-21 00:59:13|query|
-237123856|10327790661360|11|assigned_user_name|55577cda-5a79-3487-d713-498d2124ac07|John Insales|query|
-236843971|10327790661360|11|assigned_user_name|a4f2eb8e-92b9-c60a-96a8-49a82c3a990e|admin|query|
-235478259|10327800511828|18|name|601f2b6e-b503-23b1-7c5d-49e7cd193054|(admin)|query|
-234223455|10327784365113|1|industry|44f75229-a44c-82e9-0ec4-4977bfbfca22|Technology|query|
-231601916|10327805072331|21|quote_num|2a8ebfd0-9774-8040-234d-49f9f4d09195|1|query|
-231211180|10327784365113|1|date_entered|5e434fd5-1b7f-c6a2-6cb9-4977bd3af849|2009-04-21 00:59:13|query|
-229653144|10327800511828|18|private|7947e0b9-dd3b-862f-913a-49e90774e7a8|0|query|
-229297295|10327784365113|1|billing_address_street|6fb37ee6-b488-3937-781c-49a88f75a7f1|11111 N Wolfe Rd|query|
-227291181|10327790661360|11|date_entered|3f5f73ca-f02b-9c74-792f-49a5fc482060|2009-04-21 00:56:51|query|
-223189492|10327790661360|11|title|3d138edf-c68f-98b5-c2f9-49aaee8f2938|Secret agent|query|
-219167002|10327792887443|12|id|6307e67c-9b4e-96dd-6877-4994b538382e|6307e67c-9b4e-96dd-6877-4994b538382e|query|
-219010048|10327794367142|13|name|cdbf56f2-09ee-44e0-cd81-49f9f344287e|phone to website|query|
-218799146|10327803392931|19|receive_notifications|836367bb-71c2-2925-635e-49e907ca2537|1|query|
-218290983|10327800511828|18|description|63e8425e-5a9d-65fe-3e7d-49e9074ffbc4|Private team for vicky|query|
-212018239|10327784365113|1|billing_address_state|a52e35d3-a8e6-d47d-3262-497df5441ecd|DC|query|
-208643179|10327803392931|19|modified_user_id|1|1|query|
-206780565|10327784365113|1|billing_address_street|a52e35d3-a8e6-d47d-3262-497df5441ecd|123456 Main Street|query|
-195518585|10327790661360|11|date_entered|55577cda-5a79-3487-d713-498d2124ac07|2009-04-21 00:56:51|query|
-192534085|10327792887443|12|account_name|26b41519-18c0-68b9-4f3c-498dec58618f|MainCo|query|
-184189030|10327790661360|11|date_entered|7be805e7-b1db-2dee-6ba5-497df43b9033|2009-04-21 00:56:51|query|
-179752536|10327794367142|13|description|99d871ae-a893-4ad3-292b-49f9f1c04375|test opportunity|query|
-174871507|10327784365113|1|billing_address_postalcode|6fb37ee6-b488-3937-781c-49a88f75a7f1|CA 95014|query|
-163920849|10327790661360|11|assigned_user_id|dc38e628-5bcd-5ab5-5fff-497df5448004|1|query|
-162790593|10327790661360|11|id|10d0f082-e969-71aa-91ec-49a841b87e35|10d0f082-e969-71aa-91ec-49a841b87e35|query|
-160130759|10327790661360|11|department|e80415ce-2841-3e79-5d55-498d1ee7f2bf|Purchasing|query|
-156506772|10327803392931|19|sugar_login|836367bb-71c2-2925-635e-49e907ca2537|1|query|
-153258175|10327790661360|11|primary_address_state|e80415ce-2841-3e79-5d55-498d1ee7f2bf|NY|query|
-152864031|10327790661360|11|last_name|a4f2eb8e-92b9-c60a-96a8-49a82c3a990e|Roberts|query|
-151113278|10327792887443|12|id|3d3649cc-facc-ebf8-c59e-499f3f6dd277|3d3649cc-facc-ebf8-c59e-499f3f6dd277|query|
-150648845|10327790661360|11|primary_address_street|a4f2eb8e-92b9-c60a-96a8-49a82c3a990e|10050 North Wolfe Road
SW2-130|query|
-146758839|10327784365113|1|date_modified|5e434fd5-1b7f-c6a2-6cb9-4977bd3af849|2009-04-27 23:08:42|query|
-144258705|10327784365113|1|team_name|a0a732a8-183d-218c-fb24-4977bd98cb86|(admin)|query|
-143262956|10327792887443|12|first_name|1670a6a5-062b-3499-c679-49976fe448a0|Robert|query|
-141393341|10327803392931|19|default_team|1|601f2b6e-b503-23b1-7c5d-49e7cd193054|query|
-138203056|10327803392931|19|created_by|8a2734b9-33b9-23bc-fccd-49e7d6a0c318|1|query|
-136058055|10327790661360|11|team_name|f325bacb-95cc-412c-3b70-49a8a35a5d6a|Global|query|
-134202893|10327786387701|2|created_by|81c29b8a-df3b-b2fa-e63c-4991eca0238d|1|query|
-131202168|10327790661360|11|first_name|8fdf20e0-b916-a5a6-a1fc-49a8909f548e|Jim|query|
-129432723|10327805072331|21|total|2a8ebfd0-9774-8040-234d-49f9f4d09195|12550.000000|query|
-125252720|10327784365113|1|description|ad7ee7a3-9c00-186a-5483-4977be678314|Mobile and Web 2.0 products.|query|
-124128709|10327786387701|2|account_id|9dc62200-acbf-7132-ba62-497dfc947808|a52e35d3-a8e6-d47d-3262-497df5441ecd|query|
-118577934|10327786387701|2|assigned_user_name|a4ac1886-180c-a95a-2158-497dfcb60d40|admin|query|
-114091553|10327786387701|2|date_modified|81c29b8a-df3b-b2fa-e63c-4991eca0238d|2009-04-21 01:01:40|query|
-113440078|10327784365113|1|website|a0a732a8-183d-218c-fb24-4977bd98cb86|www.sugarcrm.com|query|
-109698351|10327784365113|1|ticker_symbol|5e434fd5-1b7f-c6a2-6cb9-4977bd3af849|ORACL|query|
-108571114|10327790661360|11|phone_home|3f5f73ca-f02b-9c74-792f-49a5fc482060|555-478-7672|query|
-108016112|10327794367142|13|amount|99d871ae-a893-4ad3-292b-49f9f1c04375|1.5|query|
-107014433|10327790661360|11|team_id|f325bacb-95cc-412c-3b70-49a8a35a5d6a|1|query|
-104575395|10327786387701|2|assigned_user_name|9dc62200-acbf-7132-ba62-497dfc947808|admin|query|
-96333987|10327784365113|1|name|5e434fd5-1b7f-c6a2-6cb9-4977bd3af849|Oracle|query|
-95188818|10327790661360|11|first_name|dc38e628-5bcd-5ab5-5fff-497df5448004|John|query|
-93820311|10327786387701|2|modified_user_id|81c29b8a-df3b-b2fa-e63c-4991eca0238d|1|query|
-93463559|10327786387701|2|case_number|9dc62200-acbf-7132-ba62-497dfc947808|1|query|
-81916290|10327792887443|12|do_not_call|1670a6a5-062b-3499-c679-49976fe448a0|0|query|
-80426220|10327790661360|11|primary_address_postalcode|a4f2eb8e-92b9-c60a-96a8-49a82c3a990e|95014|query|
-79883555|10327792887443|12|primary_address_state|f1f30c73-fc08-f25f-4c5d-498deb40a246|CA|query|
-77034110|10327792887443|12|last_name|3d3649cc-facc-ebf8-c59e-499f3f6dd277|Warlock|query|
-74554398|10327805072331|21|id|2a8ebfd0-9774-8040-234d-49f9f4d09195|2a8ebfd0-9774-8040-234d-49f9f4d09195|query|
-69536666|10327803392931|19|portal_only|57e13e27-5310-a481-19a9-49e90701cc89|0|query|
-69347507|10327790661360|11|primary_address_postalcode|7b936afa-05a2-31c2-cefc-497df43ffd93|95112|query|
-65865145|10327790661360|11|assigned_user_id|a4f2eb8e-92b9-c60a-96a8-49a82c3a990e|1|query|
-63430493|10327790661360|11|team_id|10d0f082-e969-71aa-91ec-49a841b87e35|1|query|
-60372271|10327786387701|2|modified_by_name|9dc62200-acbf-7132-ba62-497dfc947808|admin|query|
-59985811|10327784365113|1|description|a0a732a8-183d-218c-fb24-4977bd98cb86|Open source CRM Mobile version by 3rd party (iEnterprises product called Mobile Edge, Sugar CRM for iPhone, BlackBerry and Windows Mobile) does not work well Sugar has ~50 customers listed on their website|query|
-58041084|10327803392931|19|date_entered|8a2734b9-33b9-23bc-fccd-49e7d6a0c318|2009-04-17 01:07:52|query|
-56842031|10327792887443|12|account_name|6307e67c-9b4e-96dd-6877-4994b538382e|BigCo|query|
-56773956|10327790661360|11|primary_address_postalcode|a3fbf8b6-a7d0-386b-ef8c-4991e79b43fa|11111|query|
-54035262|10327800511828|18|private|601f2b6e-b503-23b1-7c5d-49e7cd193054|1|query|
-53817754|10327790661360|11|primary_address_street|f325bacb-95cc-412c-3b70-49a8a35a5d6a|500 main street|query|
-49949955|10327784365113|1|name|44f75229-a44c-82e9-0ec4-4977bfbfca22|Lighthouse|query|
-44730975|10327784365113|1|employees|2ed2e0c7-8c4c-99c6-1b37-498d250bb8e7|500|query|
-39004620|10327792887443|12|id|7d6b7c1e-517a-7530-c44c-497df6382707|7d6b7c1e-517a-7530-c44c-497df6382707|query|
-37674614|10327784365113|1|id|2ed2e0c7-8c4c-99c6-1b37-498d250bb8e7|2ed2e0c7-8c4c-99c6-1b37-498d250bb8e7|query|
-36224925|10327786387701|2|modified_user_id|a4ac1886-180c-a95a-2158-497dfcb60d40|1|query|
-35190400|10327784365113|1|billing_address_country|2ed2e0c7-8c4c-99c6-1b37-498d250bb8e7|USA|query|
-34000063|10327792887443|12|lead_source|3d3649cc-facc-ebf8-c59e-499f3f6dd277|Partner|query|
-32722940|10327790661360|11|email1|a3fbf8b6-a7d0-386b-ef8c-4991e79b43fa|michelle.mabelle@bigco.com|query|
-29511678|10327800511828|18|name|6d639b4b-922a-2b28-4ba5-49e9073713f9|USA Midwest Region|query|
-23410876|10327800511828|18|id|da1f08d2-832e-04d5-1eef-49ed19b595e6|da1f08d2-832e-04d5-1eef-49ed19b595e6|query|
-22188251|10327790661360|11|lead_source|a3fbf8b6-a7d0-386b-ef8c-4991e79b43fa|Trade Show|query|
-18644553|10327803392931|19|status|1|Active|query|
-17800835|10327784365113|1|id|6fb37ee6-b488-3937-781c-49a88f75a7f1|6fb37ee6-b488-3937-781c-49a88f75a7f1|query|
-17719204|10327790661360|11|date_modified|3d138edf-c68f-98b5-c2f9-49aaee8f2938|2009-04-21 00:56:51|query|
-17660740|10327790661360|11|team_name|dc38e628-5bcd-5ab5-5fff-497df5448004|(admin)|query|
-17263606|10327803392931|19|user_name|1|admin|query|
-16423713|10327790661360|11|id|8d3347e1-f4a7-f28d-c40c-4991e750a7bb|8d3347e1-f4a7-f28d-c40c-4991e750a7bb|query|
-15475152|10327803392931|19|sugar_login|8a2734b9-33b9-23bc-fccd-49e7d6a0c318|1|query|
-11734187|10327784365113|1|email1|bbbe0c3c-d16d-01d0-f1ef-498cefbffd9e|info@bigco.com|query|
-10754735|10327792887443|12|last_name|26b41519-18c0-68b9-4f3c-498dec58618f|Monades|query|
-10306042|10327784365113|1|team_name|a52e35d3-a8e6-d47d-3262-497df5441ecd|(admin)|query|
-9014034|10327790661360|11|first_name|f325bacb-95cc-412c-3b70-49a8a35a5d6a|Anna|query|
-7892347|10327786387701|2|account_name|542c5954-11e9-bdb6-4379-49780dfdf366|SugarCRM|query|
-2203478|10327800511828|18|private|b23ef74b-0da1-e513-8d67-49e907f62c57|0|query|
-1760740|10327784365113|1|billing_address_state|bbbe0c3c-d16d-01d0-f1ef-498cefbffd9e|NY|query|
-1338385|10327792887443|12|salutation|3d3649cc-facc-ebf8-c59e-499f3f6dd277|Mr.|query|
1280921|10327784365113|1|email1|a52e35d3-a8e6-d47d-3262-497df5441ecd|john@usgov.gov|query|
1452728|10327784365113|1|team_id|a52e35d3-a8e6-d47d-3262-497df5441ecd|601f2b6e-b503-23b1-7c5d-49e7cd193054|query|
2806526|10327784365113|1|date_modified|a52e35d3-a8e6-d47d-3262-497df5441ecd|2009-04-21 00:59:13|query|
6754269|10327790661360|11|salutation|db14046e-62f7-f021-c85f-49aad90fb14a|Dr.|query|
7389819|10327800511828|18|private|6d639b4b-922a-2b28-4ba5-49e9073713f9|0|query|
7693937|10327790661360|11|last_name|8fdf20e0-b916-a5a6-a1fc-49a8909f548e|Coffee|query|
9105844|10327790661360|11|do_not_call|55577cda-5a79-3487-d713-498d2124ac07|0|query|
9608202|10327800511828|18|name|1|Global|query|
14405160|10327786387701|2|name|81c29b8a-df3b-b2fa-e63c-4991eca0238d|Shortage of Alpha27 parts|query|
15941306|10327784365113|1|ownership|bbbe0c3c-d16d-01d0-f1ef-498cefbffd9e|88%|query|
16834085|10327790661360|11|id|db14046e-62f7-f021-c85f-49aad90fb14a|db14046e-62f7-f021-c85f-49aad90fb14a|query|
19581519|10327784365113|1|team_id|5e434fd5-1b7f-c6a2-6cb9-4977bd3af849|601f2b6e-b503-23b1-7c5d-49e7cd193054|query|
22140689|10327790661360|11|date_modified|7be805e7-b1db-2dee-6ba5-497df43b9033|2009-04-21 00:56:51|query|
26478681|10327784365113|1|assigned_user_name|2ed2e0c7-8c4c-99c6-1b37-498d250bb8e7|admin|query|
26593719|10327784365113|1|date_entered|bbbe0c3c-d16d-01d0-f1ef-498cefbffd9e|2009-04-21 00:59:13|query|
27921978|10327792887443|12|lead_source|7d6b7c1e-517a-7530-c44c-497df6382707|Self Generated|query|
31575411|10327784365113|1|assigned_user_name|ad7ee7a3-9c00-186a-5483-4977be678314|admin|query|
31781895|10327792887443|12|account_name|f1f30c73-fc08-f25f-4c5d-498deb40a246|MediumCo|query|
34701026|10327784365113|1|date_modified|ad7ee7a3-9c00-186a-5483-4977be678314|2009-04-21 00:59:13|query|
41191710|10327800511828|18|id|8612aaa4-66e3-adea-9750-49e90731cd13|8612aaa4-66e3-adea-9750-49e90731cd13|query|
46600692|10327803392931|19|created_by|836367bb-71c2-2925-635e-49e907ca2537|1|query|
46780157|10327790661360|11|first_name|3f5f73ca-f02b-9c74-792f-49a5fc482060|Daniel|query|
53798861|10327784365113|1|phone_office|a52e35d3-a8e6-d47d-3262-497df5441ecd|14085553333|query|
56563309|10327786387701|2|name|9dc62200-acbf-7132-ba62-497dfc947808|Mr. Monk and the Candidate|query|
59758492|10327790661360|11|primary_address_city|7b936afa-05a2-31c2-cefc-497df43ffd93|San jose|query|
62796722|10327790661360|11|date_entered|dc38e628-5bcd-5ab5-5fff-497df5448004|2009-04-21 00:56:50|query|
63984725|10327790661360|11|primary_address_state|db14046e-62f7-f021-c85f-49aad90fb14a|CA|query|
64573877|10327800511828|18|private|8fcea9f8-c4ef-3b87-66e4-49e907ccfa84|0|query|
66027311|10327786387701|2|name|a4ac1886-180c-a95a-2158-497dfcb60d40|Mr. Monk and the Psychic|query|
66761979|10327803392931|19|title|1|Administrator|query|
67034274|10327803392931|19|is_admin|57e13e27-5310-a481-19a9-49e90701cc89|0|query|
68181139|10327790661360|11|phone_home|f325bacb-95cc-412c-3b70-49a8a35a5d6a|555-522-8243|query|
72529119|10327792887443|12|last_name|7d6b7c1e-517a-7530-c44c-497df6382707|Obama|query|
77797206|10327790661360|11|assigned_user_id|e80415ce-2841-3e79-5d55-498d1ee7f2bf|746204a9-edb3-2e41-b8c1-49ed199f3ca7|query|
78212394|10327790661360|11|date_modified|f325bacb-95cc-412c-3b70-49a8a35a5d6a|2009-04-21 00:56:51|query|
78657758|10327786387701|2|modified_user_id|9dc62200-acbf-7132-ba62-497dfc947808|1|query|
79498926|10327792887443|12|title|f1f30c73-fc08-f25f-4c5d-498deb40a246|Project Manager|query|
81717544|10327790661360|11|date_modified|dc38e628-5bcd-5ab5-5fff-497df5448004|2009-04-21 00:56:50|query|
82602587|10327790661360|11|first_name|db14046e-62f7-f021-c85f-49aad90fb14a|Albert|query|
88460150|10327786387701|2|status|542c5954-11e9-bdb6-4379-49780dfdf366|New|query|
95211397|10327790661360|11|id|e80415ce-2841-3e79-5d55-498d1ee7f2bf|e80415ce-2841-3e79-5d55-498d1ee7f2bf|query|
95937651|10327790661360|11|first_name|bc627351-e133-7b99-2040-49ab4e71cac3|Francis|query|
96544756|10327786387701|2|assigned_user_name|81c29b8a-df3b-b2fa-e63c-4991eca0238d|admin|query|
97053721|10327784365113|1|parent_name|2ed2e0c7-8c4c-99c6-1b37-498d250bb8e7|BigCo|query|
97529252|10327786387701|2|created_by|34014e97-88b5-d41d-3a90-4991ed6f9820|1|query|
100829414|10327784365113|1|description|a52e35d3-a8e6-d47d-3262-497df5441ecd|hhhh|query|
101597333|10327803392931|19|date_entered|1|2009-04-17 00:28:18|query|
102962598|10327805072331|21|quote_type|2a8ebfd0-9774-8040-234d-49f9f4d09195|Quotes|query|
106281455|10327794367142|13|created_by_name|99d871ae-a893-4ad3-292b-49f9f1c04375|admin|query|
115846032|10327790661360|11|date_modified|8fdf20e0-b916-a5a6-a1fc-49a8909f548e|2009-04-21 00:56:51|query|
119765396|10327794367142|13|lead_source|99d871ae-a893-4ad3-292b-49f9f1c04375|Word of mouth|query|
121621229|10327800511828|18|private|42d9638c-3854-ee3a-8b31-49e7d300e9c9|0|query|
123379025|10327790661360|11|team_id|3d138edf-c68f-98b5-c2f9-49aaee8f2938|1|query|
126234212|10327786387701|2|modified_by_name|81c29b8a-df3b-b2fa-e63c-4991eca0238d|admin|query|
126641377|10327790661360|11|team_id|8d3347e1-f4a7-f28d-c40c-4991e750a7bb|1|query|
130382657|10327803392931|19|id|746204a9-edb3-2e41-b8c1-49ed199f3ca7|746204a9-edb3-2e41-b8c1-49ed199f3ca7|query|
132039067|10327790661360|11|id|bc627351-e133-7b99-2040-49ab4e71cac3|bc627351-e133-7b99-2040-49ab4e71cac3|query|
166015390|10327790661360|11|phone_work|7be805e7-b1db-2dee-6ba5-497df43b9033|555-123-1789|query|
170911994|10327939886291|21|name|2a8ebfd0-9774-8040-234d-49f9f4d09195|Big Quote|query|
172990843|10327790661360|11|department|db14046e-62f7-f021-c85f-49aad90fb14a|Physic|query|
175570379|10327792887443|12|first_name|7d6b7c1e-517a-7530-c44c-497df6382707|Barack|query|
185484486|10327800511828|18|name|90289994-ff22-7f77-f14f-49e7d65b914c|(Prospecting)|query|
185606829|10327784365113|1|date_entered|44f75229-a44c-82e9-0ec4-4977bfbfca22|2009-04-21 00:59:13|query|
188237982|10327786387701|2|created_by|542c5954-11e9-bdb6-4379-49780dfdf366|1|query|
188267731|10327790661360|11|do_not_call|7be805e7-b1db-2dee-6ba5-497df43b9033|0|query|
188534087|10327786387701|2|name|34014e97-88b5-d41d-3a90-4991ed6f9820|Quality issue in Shenzen|query|
189350983|10327790661360|11|primary_address_state|3f5f73ca-f02b-9c74-792f-49a5fc482060|CA|query|
190454100|10327790661360|11|salutation|7be805e7-b1db-2dee-6ba5-497df43b9033|Mr.|query|
191549352|10327792887443|12|first_name|3d3649cc-facc-ebf8-c59e-499f3f6dd277|Level34|query|
192407451|10327790661360|11|date_modified|128ee29d-a276-b958-0876-49a6cc346843|2009-04-21 00:56:51|query|
192516490|10327792887443|12|title|26b41519-18c0-68b9-4f3c-498dec58618f|VP and GM, Consumer Products|query|
195548218|10327800511828|18|id|601f2b6e-b503-23b1-7c5d-49e7cd193054|601f2b6e-b503-23b1-7c5d-49e7cd193054|query|
196247488|10327800511828|18|id|37f8747b-7986-2d85-3d64-49e7d3171704|37f8747b-7986-2d85-3d64-49e7d3171704|query|
196990381|10327786387701|2|id|542c5954-11e9-bdb6-4379-49780dfdf366|542c5954-11e9-bdb6-4379-49780dfdf366|query|
201036120|10327800511828|18|id|c5d63714-a629-cdb9-0365-49e9074bdd6c|c5d63714-a629-cdb9-0365-49e9074bdd6c|query|
203265777|10327790661360|11|date_entered|db14046e-62f7-f021-c85f-49aad90fb14a|2009-04-21 00:56:51|query|
207051557|10327803392931|19|id|836367bb-71c2-2925-635e-49e907ca2537|836367bb-71c2-2925-635e-49e907ca2537|query|
213122970|10327790661360|11|lead_source|8d3347e1-f4a7-f28d-c40c-4991e750a7bb|Trade Show|query|
217952975|10327784365113|1|ticker_symbol|44f75229-a44c-82e9-0ec4-4977bfbfca22|LGHT|query|
221126935|10327786387701|2|created_by_name|a4ac1886-180c-a95a-2158-497dfcb60d40|admin|query|
225129668|10327800511828|18|private|c5d63714-a629-cdb9-0365-49e9074bdd6c|0|query|
225277089|10327784365113|1|parent_id|2ed2e0c7-8c4c-99c6-1b37-498d250bb8e7|bbbe0c3c-d16d-01d0-f1ef-498cefbffd9e|query|
235044179|10327792887443|12|assigned_user_name|1670a6a5-062b-3499-c679-49976fe448a0|admin|query|
245227866|10327794367142|13|date_entered|cdbf56f2-09ee-44e0-cd81-49f9f344287e|2009-04-30 18:53:00|query|
246181626|10327786387701|2|date_entered|81c29b8a-df3b-b2fa-e63c-4991eca0238d|2009-04-21 01:01:40|query|
247836343|10327784365113|1|billing_address_city|bbbe0c3c-d16d-01d0-f1ef-498cefbffd9e|New-York|query|
249306204|10327790661360|11|phone_work|8d3347e1-f4a7-f28d-c40c-4991e750a7bb|1 888 123 4567|query|
250260689|10327790661360|11|assigned_user_id|7b936afa-05a2-31c2-cefc-497df43ffd93|1|query|
254113621|10327792887443|12|assigned_user_id|f1f30c73-fc08-f25f-4c5d-498deb40a246|1|query|
255705204|10327792887443|12|lead_source|1670a6a5-062b-3499-c679-49976fe448a0|Cold Call|query|
256487574|10327790661360|11|phone_mobile|e80415ce-2841-3e79-5d55-498d1ee7f2bf|(111) 222 33 44|query|
261759142|10327792887443|12|date_entered|6307e67c-9b4e-96dd-6877-4994b538382e|2009-04-21 01:02:26|query|
269125806|10327784365113|1|email1|ad7ee7a3-9c00-186a-5483-4977be678314|mmorris@carrytheday.com|query|
269548911|10327792887443|12|assigned_user_name|3d3649cc-facc-ebf8-c59e-499f3f6dd277|admin|query|
275914245|10327792887443|12|last_name|f1f30c73-fc08-f25f-4c5d-498deb40a246|Brown|query|
278097002|10327792887443|12|account_name|7d6b7c1e-517a-7530-c44c-497df6382707|US Government|query|
279761499|10327786387701|2|type|9dc62200-acbf-7132-ba62-497dfc947808|Administration|query|
281400365|10327790661360|11|assigned_user_name|3d138edf-c68f-98b5-c2f9-49aaee8f2938|admin|query|
282354710|10327792887443|12|first_name|f1f30c73-fc08-f25f-4c5d-498deb40a246|Dick|query|
282366983|10327786387701|2|id|a4ac1886-180c-a95a-2158-497dfcb60d40|a4ac1886-180c-a95a-2158-497dfcb60d40|query|
286407404|10327792887443|12|assigned_user_name|6307e67c-9b4e-96dd-6877-4994b538382e|John Insales|query|
294640185|10327790661360|11|primary_address_state|8fdf20e0-b916-a5a6-a1fc-49a8909f548e|CA|query|
295615920|10327790661360|11|description|3d138edf-c68f-98b5-c2f9-49aaee8f2938|first appearance in the 1960s.|query|
297052465|10327790661360|11|id|f325bacb-95cc-412c-3b70-49a8a35a5d6a|f325bacb-95cc-412c-3b70-49a8a35a5d6a|query|
298508583|10327790661360|11|primary_address_postalcode|8d3347e1-f4a7-f28d-c40c-4991e750a7bb|94118|query|
300238825|10327794367142|13|created_by_name|cdbf56f2-09ee-44e0-cd81-49f9f344287e|admin|query|
301261114|10327786387701|2|modified_by_name|542c5954-11e9-bdb6-4379-49780dfdf366|admin|query|
301424125|10327790661360|11|title|a3fbf8b6-a7d0-386b-ef8c-4991e79b43fa|Marketing Manager|query|
302596288|10327786387701|2|id|9dc62200-acbf-7132-ba62-497dfc947808|9dc62200-acbf-7132-ba62-497dfc947808|query|
302868211|10327790661360|11|primary_address_country|8d3347e1-f4a7-f28d-c40c-4991e750a7bb|USA|query|
303339821|10327790661360|11|last_name|3d138edf-c68f-98b5-c2f9-49aaee8f2938|smart|query|
315644788|10327800511828|18|id|8fcea9f8-c4ef-3b87-66e4-49e907ccfa84|8fcea9f8-c4ef-3b87-66e4-49e907ccfa84|query|
323942624|10327792887443|12|date_entered|1670a6a5-062b-3499-c679-49976fe448a0|2009-04-21 01:02:26|query|
327988716|10327790661360|11|team_id|bc627351-e133-7b99-2040-49ab4e71cac3|1|query|
328430953|10327784365113|1|date_entered|6fb37ee6-b488-3937-781c-49a88f75a7f1|2009-04-21 00:59:13|query|
336402968|10327794367142|13|date_closed|99d871ae-a893-4ad3-292b-49f9f1c04375|2010-04-07|query|
339568445|10327794367142|13|assigned_user_name|99d871ae-a893-4ad3-292b-49f9f1c04375|admin|query|
344588112|10327794367142|13|created_by|cdbf56f2-09ee-44e0-cd81-49f9f344287e|1|query|
348011219|10327803392931|19|is_admin|1|1|query|
350152360|10327784365113|1|ownership|a0a732a8-183d-218c-fb24-4977bd98cb86|Private ($46M in VC funding)|query|
355967901|10327784365113|1|phone_office|bbbe0c3c-d16d-01d0-f1ef-498cefbffd9e|1 888 123 4567|query|
360661197|10327790661360|11|salutation|dc38e628-5bcd-5ab5-5fff-497df5448004|Mr.|query|
360855505|10327792887443|12|phone_work|f1f30c73-fc08-f25f-4c5d-498deb40a246|(408) 555 4444|query|
361520224|10327790661360|11|first_name|55577cda-5a79-3487-d713-498d2124ac07|Joe|query|
362943913|10327800511828|18|description|601f2b6e-b503-23b1-7c5d-49e7cd193054|Private team for admin|query|
365288910|10327790661360|11|assigned_user_name|db14046e-62f7-f021-c85f-49aad90fb14a|admin|query|
367356645|10327790661360|11|team_name|8fdf20e0-b916-a5a6-a1fc-49a8909f548e|Global|query|
373082718|10327792887443|12|lead_source_description|1670a6a5-062b-3499-c679-49976fe448a0|talked to bob about buying our product.|query|
379138557|10327792887443|12|email1|f1f30c73-fc08-f25f-4c5d-498deb40a246|dick@mediumco.com|query|
383513499|10327784365113|1|shipping_address_country|a52e35d3-a8e6-d47d-3262-497df5441ecd|hhhh|query|
383870120|10327790661360|11|last_name|128ee29d-a276-b958-0876-49a6cc346843|Zakroff|query|
388060251|10327803392931|19|portal_only|836367bb-71c2-2925-635e-49e907ca2537|0|query|
389587745|10327784365113|1|website|bbbe0c3c-d16d-01d0-f1ef-498cefbffd9e|www.yahoo.com|query|
395259716|10327790661360|11|department|3d138edf-c68f-98b5-c2f9-49aaee8f2938|Secret|query|
396258569|10327792887443|12|status|3d3649cc-facc-ebf8-c59e-499f3f6dd277|New|query|
397771139|10327784365113|1|parent_id|bbbe0c3c-d16d-01d0-f1ef-498cefbffd9e|2ed2e0c7-8c4c-99c6-1b37-498d250bb8e7|query|
398680759|10327790661360|11|team_name|bc627351-e133-7b99-2040-49ab4e71cac3|Global|query|
400425800|10327792887443|12|title|7d6b7c1e-517a-7530-c44c-497df6382707|President|query|
401235246|10327784365113|1|account_type|bbbe0c3c-d16d-01d0-f1ef-498cefbffd9e|Customer|query|
403414762|10327784365113|1|team_name|44f75229-a44c-82e9-0ec4-4977bfbfca22|(admin)|query|
407574146|10327784365113|1|ticker_symbol|a0a732a8-183d-218c-fb24-4977bd98cb86|SUGAR|query|
409661609|10327792887443|12|status_description|f1f30c73-fc08-f25f-4c5d-498deb40a246|Interested to learn more about our products|query|
418939404|10327790661360|11|do_not_call|f325bacb-95cc-412c-3b70-49a8a35a5d6a|0|query|
420341934|10327790661360|11|team_name|7b936afa-05a2-31c2-cefc-497df43ffd93|(admin)|query|
425839141|10327784365113|1|website|ad7ee7a3-9c00-186a-5483-4977be678314|www.carrytheday.com|query|
428815118|10327790661360|11|primary_address_street|db14046e-62f7-f021-c85f-49aad90fb14a|400 Bancroft ave|query|
430894951|10327792887443|12|do_not_call|7d6b7c1e-517a-7530-c44c-497df6382707|0|query|
434739374|10327790661360|11|primary_address_country|7b936afa-05a2-31c2-cefc-497df43ffd93|USA|query|
439158959|10327786387701|2|status|34014e97-88b5-d41d-3a90-4991ed6f9820|Assigned|query|
445806459|10327784365113|1|assigned_user_name|a52e35d3-a8e6-d47d-3262-497df5441ecd|admin|query|
449452309|10327792887443|12|status|7d6b7c1e-517a-7530-c44c-497df6382707|New|query|
450741115|10327790661360|11|last_name|db14046e-62f7-f021-c85f-49aad90fb14a|Einstein|query|
